user_id,Attrition
442,0.09755706341216945
1091,0.11374404014951067
981,0.4154750181425394
785,0.12018350699438446
1332,0.6035571276761724
501,0.029973751221160257
1058,0.397781538062817
1253,0.2022729722068451
751,0.01835836600505095
122,0.23832995889920952
268,0.12222925941980377
940,0.1543881624131282
1125,0.031379203760911925
540,0.3431193661056765
1034,0.11184558257436995
432,0.0327845625799851
794,0.11068249111985937
666,0.048237858234507165
942,0.05744702188003348
1114,0.11149270053434744
853,0.12478484070448978
1330,0.024530159008467507
692,0.012868182894673513
548,0.13886175026063333
54,0.48601874060703426
319,0.2734784781708632
1147,0.10835731810645552
1235,0.16232832197192618
1436,0.6384287268012668
520,0.11236315712102231
983,0.10628761797963543
1347,0.359671157451226
465,0.060466157879676345
966,0.09232241917794332
31,0.18536740307830804
420,0.019994378467199533
1462,0.1126401335835181
1408,0.36989040891568165
89,0.14804554271962428
298,0.24525016994892615
875,0.3031521159902765
1385,0.04604729958923521
1430,0.02022800173960574
223,0.03404747186666907
1412,0.06979137718420439
1375,0.41142585679345944
4,0.14469006386781805
1174,0.02523150407520917
892,0.17400729350491562
34,0.12315537997745742
1310,0.19414161381942044
182,0.8116638782835134
467,0.025069676750003465
52,0.22257179823796516
1032,0.31564589098488455
142,0.4635422131131377
1440,0.032539035596712736
528,0.534802826418166
629,0.044088690518185834
1051,0.1736442744098512
1269,0.13487586923336348
993,0.08466566006053745
526,0.10753142951137763
278,0.017156341310080755
887,0.18691205072540434
1275,0.03470583430612164
667,0.18442175892041995
792,0.2185318955881575
148,0.10537404942370603
1039,0.09887937176204435
1414,0.13434409369506697
474,0.20419128811584572
1341,0.1008459432782384
1158,0.040953648130232195
393,0.08939777796150578
965,0.1377289089210347
1397,0.03794704794032001
743,0.1673365094246289
980,0.48817984052155045
1410,0.07859816970361284
916,0.061192925391182776
1300,0.12448917676796621
642,0.25622146719081873
1064,0.03579014154733643
1318,0.18920889424098555
1247,0.1145879128169587
187,0.14500361900332762
1023,0.026909547411019728
1183,0.03053400316245378
1073,0.044938639106584445
