user_id,Attrition
442,0.14150680179537942
1091,0.094812400725287
981,0.676461047094158
785,0.10998776827443511
1332,0.7130485558575135
501,0.04353188269284047
1058,0.623236568686337
1253,0.07494136824313967
751,0.002411843932651547
122,0.31741968129662124
268,0.03073939503794523
940,0.15834854158416267
1125,0.01059787520179257
540,0.5293417162794696
1034,0.0641614926490178
432,0.026619004644360747
794,0.08535560252108561
666,0.07179850077558433
942,0.024819161575366008
1114,0.21817374056499936
853,0.10452950855118547
1330,0.0038877358073494818
692,0.027564186242231357
548,0.058372327318939356
54,0.7907486707087349
319,0.6126939698275029
1147,0.07816909546333138
1235,0.03294867409139791
1436,0.6014488722759963
520,0.05617185035586185
983,0.006222332170217978
1347,0.1504256731068034
465,0.055463750737213
966,0.08952672485834752
31,0.03266621563514467
420,0.02676907773025835
1462,0.2055119253870621
1408,0.05200308866285384
89,0.013846795795742899
298,0.1122865627260435
875,0.03304146984194975
1385,0.011509031234318404
1430,0.003674106082283112
223,0.00521715140138497
1412,0.01681219245547845
1375,0.40101184379634636
4,0.33553147099223796
1174,0.0008878465718055645
892,0.4746369274698244
34,0.42715218494326157
1310,0.08908149109343044
182,0.7261754004977435
467,0.03643661950840032
52,0.42261368075229794
1032,0.5731001645727305
142,0.23655262119345158
1440,0.014510294761027758
528,0.4612582843881221
629,0.026427963080668956
1051,0.3206554384850779
1269,0.014051870026774384
993,0.15969397469028013
526,0.26040443949658004
278,0.02759460074498726
887,0.33646848102469845
1275,0.01982320391161414
667,0.48233679898688875
792,0.12763582257370065
148,0.13908359661546396
1039,0.19127382847596164
1414,0.03425007680824079
474,0.15049437902029938
1341,0.0828231929615168
1158,0.0324815535056614
393,0.156684063503894
965,0.04044596297079366
1397,0.010682623126772386
743,0.03754462075318724
980,0.36811301613730835
1410,0.026138300769190992
916,0.0051261699854341595
1300,0.013850424967614234
642,0.2867088161421969
1064,0.02038446894108085
1318,0.027720318421533174
1247,0.07919366986994836
187,0.000986830478232763
1023,0.01054023123437591
1183,0.010012739136663321
1073,0.07686261722889343
1311,0.1033215033498786
9,0.08762897311872501
1019,0.34918550650803876
1180,0.20202825970564828
1405,0.0035148370722006754
1120,0.0824395447771519
483,0.4360270873935075
310,0.5109057149744545
722,0.05294051631844266
5,0.07648690832896897
482,0.31859039731216976
204,0.6581786110834705
1086,0.7947653838905163
376,0.011169077216978424
740,0.11032178555230639
299,0.019639806355018094
1218,0.059907762845583704
546,0.2141014851111381
1434,0.0623161594455399
1400,0.3847748852491297
302,0.03509990048900526
1096,0.07445566080486084
360,0.00999758557368483
1131,0.30479995271939725
191,0.027652607059985904
315,0.03421414464364012
211,0.014147248780551116
215,0.0774603428363774
279,0.003171783830058377
1179,0.004614303415853455
141,0.08923641769030606
1227,0.039325308958804366
641,0.11638161693167967
14,0.8698009117382055
82,0.01377615824161683
1301,0.011542904734461316
787,0.0048715968787353195
583,0.11875274040563884
333,0.1118001834833764
610,0.029696817959396708
390,0.015856086334784754
1083,0.3779815779006498
2,0.6942515913519027
554,0.1920186822224269
85,0.0244521197129126
995,0.3073056728187565
107,0.6867727697380546
930,0.3035276537236732
1306,0.13567664944607996
1308,0.47240662572779485
489,0.09861219160534977
361,0.05916239000237632
1090,0.02354476230140811
80,0.2962666515974976
152,0.41827480540189477
1452,0.034897196274416675
1093,0.29095619976820336
231,0.00191553525724446
693,0.07879236555520347
96,0.11654845669372713
224,0.017306784337810677
948,0.10057270182116698
1015,0.048626316227233145
913,0.18640950194044126
445,0.02513654399602604
1,0.010169342250850786
425,0.2390377302830328
159,0.3022632727774425
1210,0.004722796810445258
227,0.011745807435853768
838,0.673867296673735
1416,0.006401199653965735
161,0.07762243029892027
656,0.9032471695453387
308,0.048382373015020956
253,0.14671163651492083
1084,0.21594638407697717
113,0.1664906687116549
1292,0.03200462164518349
898,0.0015841387883404453
295,0.1532862075340529
608,0.0764050080529552
175,0.06322158792853175
970,0.11880562227089236
45,0.033481738312270436
487,0.09597379608076582
1358,0.06267478624564858
55,0.08160939512727892
657,0.03643208030351987
1126,0.06907652932892992
254,0.03609453199886626
491,0.18630459134468336
867,0.0023806429481866673
1396,0.7530410242370583
587,0.04623465435169651
863,0.0728689415075236
536,0.559172138990551
619,0.010981785867769472
192,0.66441087011576
1411,0.2137597093241522
1460,0.210912569899471
1273,0.3763849513772281
1425,0.1960979281508069
574,0.020339811789496204
108,0.028328379810510167
651,0.16790075837843083
567,0.020241432254344865
728,0.0075491857442910116
842,0.32420243948052235
426,0.06736691730684087
260,0.3292969774183347
580,0.21599559489563247
1021,0.7505552508638781
1173,0.012619286631322354
572,0.154333590160651
679,0.04120250953572309
1349,0.3508201636174087
233,0.0011473391206650062
303,0.1802859670968178
506,0.015527332340466818
364,0.12200109519628297
1100,0.24599946956225938
27,0.09318915199400285
1056,0.26598851569941706
317,0.1282064120434977
471,0.010700461548709449
907,0.019213293959825926
202,0.0744294643351023
1129,0.011696834628106506
1069,0.09695954701819642
1263,0.06534093101327224
381,0.41950954635194493
1137,0.6103556645349802
914,0.34580630421759545
634,0.3826925773843995
184,0.0040130395187461965
431,0.13068319051838218
1413,0.29369024018106094
1438,0.715425616814593
1361,0.06101811702714465
326,0.11217139261391834
19,0.1731530257648596
726,0.039600227818665706
330,0.04547926852923253
353,0.07515769194523624
1074,0.1572367550175316
1360,0.23057392507207392
412,0.003102958850142589
1149,0.062060403363184066
649,0.005546788152373241
1279,0.11593071646148063
638,0.34562600084502204
18,0.013498569344292256
500,0.09582817829767039
1099,0.019094749304638423
1075,0.011578944634966478
53,0.2022492932170546
632,0.3092970373682964
874,0.043146046157798885
342,0.05111396787069926
47,0.24424212871062648
459,0.14466227730971098
748,0.6822903574750714
609,0.03350546889453217
989,0.1226988633535055
1038,0.062388056013615696
473,0.008021904552926097
711,0.5317142782517007
717,0.5837910842503908
140,0.2870598843239666
1123,0.1546685605611684
39,0.035119661790159976
1368,0.216438388812608
1026,0.06184339629567984
322,0.01980269437716908
742,0.10619961788930778
935,0.0017397271577699234
479,0.528370640380335
1236,0.616010887274302
1079,0.02639702272333273
461,0.05039472848168348
58,0.008532942420709157
241,0.17873790385497096
1103,0.04199628795404283
783,0.009502667583476954
1399,0.004234254955172393
56,0.05704244509738891
665,0.4107010878111484
575,0.146142621436527
505,0.25690336177543116
443,0.6495856958988394
1283,0.004028762272004304
516,0.051374315747620115
29,0.07570933974492129
270,0.02637880910670986
924,0.10002167266632936
1288,0.0009109030583960117
985,0.24132564153942196
1327,0.0010891583459491973
1439,0.011308020918296434
481,0.12360902991391227
124,0.7933124510823069
198,0.05080665627732043
1229,0.16427068096248698
